93 1 93
1 1 0.528357
2 1 0.362057
3 1 0.720594
4 1 0.207772
5 1 0.994659
6 1 0.972431
7 1 0.645796
8 1 0.270093
9 1 0.938306
10 1 0.919799
11 1 0.688025
12 1 0.307260
13 1 0.066926
14 1 0.204862
15 1 0.689074
16 1 0.622885
17 1 0.102390
18 1 0.340152
19 1 0.430399
20 1 0.001457
21 1 0.927705
22 1 0.510896
23 1 0.812179
24 1 0.228230
25 1 0.935235
26 1 0.925880
27 1 0.245525
28 1 0.153285
29 1 0.318101
30 1 0.292908
31 1 0.383490
32 1 0.102304
33 1 0.385223
34 1 0.467897
35 1 0.305548
36 1 0.469587
37 1 0.853467
38 1 0.770580
39 1 0.645704
40 1 0.288778
41 1 0.436455
42 1 0.725860
43 1 0.620241
44 1 0.522113
45 1 0.047793
46 1 0.960730
47 1 0.578735
48 1 0.958994
49 1 0.410984
50 1 0.008663
51 1 0.664597
52 1 0.572019
53 1 0.205072
54 1 0.204155
55 1 0.052484
56 1 0.955608
57 1 0.142714
58 1 0.080778
59 1 0.343375
60 1 0.406740
61 1 0.450829
62 1 0.474727
63 1 0.741419
64 1 0.037399
65 1 0.232339
66 1 0.204473
67 1 0.120372
68 1 0.135508
69 1 0.648546
70 1 0.275721
71 1 0.784042
72 1 0.252026
73 1 0.607976
74 1 0.124543
75 1 0.062652
76 1 0.188253
77 1 0.793514
78 1 0.557089
79 1 0.860651
80 1 0.463568
81 1 0.482209
82 1 0.005187
83 1 0.432812
84 1 0.507913
85 1 0.310298
86 1 0.608907
87 1 0.823466
88 1 0.837315
89 1 0.802353
90 1 0.592935
91 1 0.089657
92 1 0.029022
93 1 0.187128
