93 93 1420
1 1 0.833333
1 2 0.091639
2 2 0.786212
3 3 0.802787
3 4 0.061093
4 4 0.811012
5 5 0.833333
5 6 0.091639
6 6 0.786212
4 7 0.075028
7 7 0.797135
8 8 0.808324
8 9 0.091639
9 9 0.761033
6 10 0.075028
10 10 0.771948
9 11 0.050018
11 11 0.802301
2 12 0.075028
12 12 0.771948
1 13 0.075028
2 13 -0.004503
12 13 0.050368
13 13 0.807838
3 14 0.075028
4 14 -0.007012
7 14 0.075556
14 14 0.777271
5 15 0.075028
6 15 -0.004503
10 15 0.050368
15 15 0.807838
8 16 0.050018
9 16 -0.003095
11 16 0.050391
16 16 0.838433
1 17 0.091639
2 17 0.044518
12 17 -0.003459
13 17 -0.005924
17 17 0.687641
3 18 0.061093
4 18 0.069318
7 18 -0.005222
14 18 -0.003849
17 18 0.091639
18 18 0.644161
5 19 0.091639
6 19 0.044518
10 19 -0.003459
15 19 -0.005924
19 19 0.657095
4 20 0.075028
7 20 0.055441
14 20 -0.003849
18 20 -0.002441
19 20 0.061093
20 20 0.668851
8 21 0.091639
9 21 0.044348
11 21 -0.005340
16 21 -0.009169
21 21 0.662515
6 22 0.075028
10 22 0.055263
15 22 -0.005965
19 22 -0.001987
20 22 0.000227
21 22 0.091639
22 22 0.618755
9 23 0.050018
11 23 0.085616
16 23 -0.009169
21 23 -0.001317
22 23 0.000099
23 23 0.631966
2 24 0.075028
12 24 0.055263
13 24 -0.005965
17 24 -0.001987
18 24 0.000145
20 24 0.000001
22 24 -0.000000
23 24 0.061093
24 24 0.643430
12 25 0.050018
13 25 0.085660
17 25 0.075376
18 25 -0.005483
20 25 -0.000021
22 25 0.000000
23 25 -0.000000
24 25 -0.001439
25 25 0.666841
7 26 0.075028
14 26 0.055302
18 26 0.075442
20 26 -0.002155
22 26 0.000000
23 26 -0.000000
24 26 -0.000025
25 26 0.092597
26 26 0.622597
10 27 0.050018
15 27 0.085660
19 27 0.075376
20 27 -0.008606
22 27 -0.001430
23 27 0.000000
24 27 -0.000000
25 27 -0.000000
26 27 -0.000023
27 27 0.635978
3 28 0.075028
4 28 -0.007012
7 28 0.000528
14 28 0.055302
18 28 -0.002441
20 28 0.075432
22 28 -0.000017
23 28 0.000000
24 28 0.000001
25 28 -0.000027
26 28 -0.001555
27 28 0.061736
28 28 0.647526
11 29 0.050018
16 29 0.085883
21 29 0.050249
22 29 -0.003794
23 29 -0.001216
24 29 0.000144
25 29 0.000000
26 29 -0.000000
27 29 -0.000009
28 29 0.000001
29 29 0.697262
5 30 0.075028
6 30 -0.004503
10 30 0.000350
15 30 0.055512
19 30 -0.001987
20 30 0.000227
22 30 0.050288
23 30 -0.000015
24 30 0.000002
25 30 0.000000
26 30 0.000001
27 30 -0.001314
28 30 0.000138
29 30 0.092674
30 30 0.653302
8 31 0.050018
9 31 -0.003095
11 31 0.000373
16 31 0.085883
